,0
120,0.5110430722355223
121,0.4620105652612627
122,0.5696713689333834
123,0.5159131828344182
124,0.4703074609738243
125,0.4897875076667392
126,0.5209732307144412
127,0.5196258631264469
128,0.5030090220208536
129,0.4846061769186633
130,0.5550818115268188
131,0.7266980590784086
132,0.5401737134716974
133,0.546478246245771
134,0.4978054329976456
135,0.5185277882199316
136,0.545769938468235
137,0.5455889044971609
138,0.5206784322260254
139,0.5808143560928319
140,0.5260738381180381
141,0.5230407771600419
142,0.5386848821795304
143,0.6720713056209564
144,0.6248145143738995
145,0.5408325584156065
146,0.5410313990067863
147,0.5485507389747344
148,0.4963401460142849
149,0.5040562491344005
150,0.4941474585996083
151,0.5466098173832183
152,0.5371990186573808
153,0.6322339394179214
154,0.8551332528737907
155,0.5075826523949905
156,0.5202154601032785
157,0.6725956116574007
158,0.8126743564885346
159,0.8272757849751697
160,0.6612389450566845
161,0.5497348792117603
162,0.5227064084047247
163,0.5086708347347804
164,0.4898917753200246
165,0.4578853649367865
166,0.459644263300556
167,0.4459054666323724
168,0.5043699424252617
169,0.5352590863225373
170,0.5189234908889461
171,0.5190243950695448
172,0.4924573135745801
173,0.5144678788358428
174,0.5769750509467186
175,0.4996763745721465
176,0.6717250657855688
177,0.6052470173911324
178,0.5579724195239697
179,0.5184545832261639
180,0.502025503037018
181,0.5157262133233089
182,0.6006469738638388
183,0.5013811012405279
184,0.5247789011336882
185,0.5179876540767268
186,0.4944475990740558
187,0.5678175019290506
188,0.5032113250103872
189,0.5275448627900996
190,0.6169301386937855
191,0.6284154086619315
192,0.5176602101181172
193,0.4970088835249194
194,0.5010537562075856
195,0.5010779929960628
196,0.4963928733949311
197,0.5323971667688899
198,0.5213659656134381
199,0.5129305739667215
200,0.465060443582692
201,0.4468976910749263
202,0.4749450962546743
203,0.5027684347980927
204,0.4687493817145797
205,0.7305363749678492
206,0.5884227291613082
207,0.5249312466612588
208,0.5098816849019647
209,0.5195249589458482
210,0.5166590823655106
211,0.5197445739271512
212,0.5032941257938786
213,0.4875116237659023
214,0.4776962190609976
215,0.4847189521793325
216,0.6013988089349663
217,0.4690243950695448
218,0.6022693548067982
219,0.5561699938666087
220,0.4972267178442119
221,0.5714737945907445
222,0.9438794689670182
223,0.619235106740795
224,0.5184298518093505
225,0.611350731060681
226,0.5378262073877689
227,0.5332578200739965
228,0.4754614882377382
229,0.4960323882634588
230,0.5564548997882991
231,0.5203598915774688
232,0.5149377757552975
233,0.5208485843737016
234,0.5385740854322063
235,0.5133866212927607
236,0.5213352986565895
237,0.5044722315652019
238,0.5327503314009854
239,0.5869784144194053
240,0.5090994796509903
241,0.5162247986862671
242,0.5051383970084878
243,0.6023287102071504
244,0.5253971865540233
245,0.5142146291276735
246,0.4931533545693766
247,0.5415932967967869
248,0.5677225332884871
249,0.4994113536988307
250,0.5235838790732644
251,0.4832954118275528
252,0.5072003046910551
253,0.53008032764181
254,0.592508359218883
255,0.5780038778861564
256,0.4943831984646737
257,0.4760540529845874
258,0.5729477870328236
259,0.53669548701106
260,0.5639198306392577
261,0.5722325544585799
262,0.4934578477731832
263,0.4881348554696001
264,0.5252181310962943
265,0.4586451140612944
266,0.4949186831015175
267,0.5532417941159014
268,0.5689234908889461
269,0.4870684367766061
270,0.4709158538274341
271,0.484542864491621
272,0.546301169301387
273,0.5534782264606375
274,0.5427032427833726
275,0.5873968699918881
276,0.6340442791286628
277,0.5065639158736126
278,0.4849682448608116
279,0.5009619531883743
280,0.5294214826979008
281,0.5018034149140337
282,0.4928617217023129
283,0.6011514947668323
284,0.542862513107651
285,0.4946199275864116
286,0.4870189739429792
287,0.4808905288566172
288,0.4858961676196506
289,0.5194329580753022
290,0.5172902281225887
291,0.5069052094256377
292,0.5221019725778051
293,0.5202401915200918
294,0.5964000949686405
295,0.5108531349543953
296,0.5486170191717944
297,0.5255129295847101
298,0.4880972637160438
299,0.4925498090734622
300,0.4940756385651821
301,0.4785964426330056
302,0.5086778584571553
303,0.7561680153532636
304,0.580379083156916
305,0.5317976772253329
306,0.5427853510871932
307,0.6246958035731951
308,0.5015752923253468
309,0.5514947668322023
310,0.5491116475080625
311,0.5118809726371605
312,0.6359436519399324
313,0.6631877807015809
314,0.5298448845537463
315,0.5406040401242507
316,0.4863175909621511
317,0.4739647428921908
318,0.5338662129276063
319,0.5067231861978909
320,0.4907640029281997
321,0.531185327345033
322,0.5208634232237896
323,0.4977810972835012
324,0.5261648497319115
325,0.5500781512771304
326,0.4911655422115822
327,0.4975267593929921
328,0.5404793937835111
329,0.4693627208515522
330,0.4569861306214511
331,0.4814910076568467
332,0.6056031497932454
333,0.6583107453059771
334,0.5047259759017075
335,0.7966879686603487
336,0.630858872643096
337,0.5310854124211069
338,0.5539491126367648
339,0.5493827038363375
340,0.4852897532793859
341,0.4819163880260372
342,0.4989016678867499
343,0.5230358308766793
344,0.5570454860218033
345,0.7121362008586749
346,0.5758205884098688
347,0.5159725382347704
348,0.5280177274795719
349,0.5143788457353146
350,0.5102892586510497
351,0.4876016461231031
352,0.6102130858872643
353,0.5606908968600993
354,0.5144856854559484
355,0.5107749836772649
356,0.5210256613180856
357,0.504036958629286
358,0.500142571671646
359,0.4861207288843163
360,0.4949716083334982
361,0.4964042498466652
362,0.540776170785272
363,0.6382090497200403
364,0.5999940644599648
365,0.4960770037393903
366,0.4927874285262054
367,0.5409641295530538
368,0.5270284708070356
369,0.4951203925370477
370,0.4654531784816889
371,0.5198652632412006
372,0.4952993490691095
373,0.4928010802682864
374,0.5229537225728588
375,0.555904873078369
376,0.6831410877866372
377,0.7053004372514493
378,0.7298340027303485
379,0.5498427081890668
380,0.5200304691055142
381,0.5359179312664465
382,0.6052766950913084
383,0.4644421581623568
384,0.4761994737154502
385,0.6238153651346379
386,0.5380408760857093
387,0.4515224660190333
388,0.5217072591654631
389,0.4859446411966049
390,0.4988719209386067
391,0.4915107927902974
392,0.5224244702530519
393,0.5301624359456305
394,0.5554339869022417
395,0.5860643412539818
396,0.5032721642957482
397,0.7540114358071346
398,0.517067645371268
399,0.5767099301584789
400,0.7763884217399046
401,0.5285301624359456
402,0.4810923372178146
403,0.5101151494766832
404,0.5126446787883585
405,0.541798072928002
406,0.5189660289258652
407,0.4867795738282255
408,0.4813455869259838
409,0.4812605108521457
410,0.5094098094691649
411,0.4659764952614605
412,0.4692252141740696
413,0.6087292008784599
414,0.5469481431652257
415,0.5276170785271947
416,0.4928345171438181
417,0.4941427101675801
418,0.5366786696476268
419,0.6615159369249946
420,0.9475496112221278
421,0.6602595809508736
422,0.5212759432562373
423,0.4804394278139406
424,0.4921636032685041
425,0.5330639257661793
426,0.5132125121183942
427,0.5212571473794592
428,0.4842540015432404
429,0.5391448865322597
430,0.551934986051481
431,0.4709376174742299
432,0.4689670181825376
433,0.520327246107275
434,0.4852749144292979
435,0.4662317234829749
436,0.5074101260313001
437,0.5136082147874088
438,0.5174376273667967
439,0.5427794155471579
440,0.5947618859189205
441,0.5038364363017629
442,0.523612567516768
443,0.4974109174366382
444,0.5297162811863166
445,0.5229082167659221
446,0.5695051738123974
447,0.5833409176344895
448,0.6833884019547712
449,0.5522594622400728
450,0.5596749302574047
451,0.5011317096333815
452,0.458114872484815
453,0.4637536355182716
454,0.5341491403359516
455,0.5184951427497378
456,0.5534990008507608
457,0.596057812159943
458,0.4946176522960648
459,0.5148408286013889
460,0.5995192212571474
461,0.5239815602556239
462,0.5163761549571653
463,0.5689531685891221
464,0.5002606295629465
465,0.5210187365213779
466,0.4708446273470115
467,0.5061957145400946
468,0.5151831114100865
469,0.5134726866232713
470,0.5640692083968106
471,0.7431592901094118
472,0.5450754802841146
473,0.6244287042716103
474,0.6762360762123341
475,0.4655639752290129
476,0.4772243436281978
477,0.5238806560750253
478,0.51855449815009
479,0.5285360979759809
480,0.5210800704350751
481,0.5456383673307877
482,0.6462121362008587
483,0.6144965672793463
484,0.4754842411412065
485,0.4907021743861662
486,0.559955879152405
487,0.5765110895672991
488,0.5395336644045664
489,0.5508379004016383
490,0.5256019626852384
491,0.5762271729022813
492,0.4880636289891776
493,0.5081833290465545
494,0.5063147221178007
495,0.4941214411491206
496,0.4847783075796846
497,0.6370219417129969
498,0.5478404526838534
499,0.4981134875254734
500,0.5959005203490098
501,0.6119442850642028
502,0.497495103179471
503,0.4638238727420217
504,0.5145618582197338
505,0.5163909938072533
506,0.5523158498704074
507,0.5814158241497339
508,0.4992974991591318
509,0.506853075598995
510,0.4927561680153533
511,0.5608145539441663
512,0.668974932235918
513,0.6615752923253468
514,0.4888510773005164
515,0.468729596581129
516,0.5111954177630929
517,0.547557525275508
518,0.5155026413153158
519,0.4998512157964506
520,0.6016955859367272
521,0.494282294284075
522,0.6551748016540372
523,0.473177294580852
524,0.4715499673545298
525,0.5503215084185743
526,0.5847614902162516
527,0.552018083611974
528,0.4824495973725343
529,0.5254703915477911
530,0.546672140553588
531,0.5070121480719388
532,0.6034465702471163
533,0.56602694735176
534,0.5046803711691036
535,0.4894297924539501
536,0.6892843717230873
537,0.5513988089349663
538,0.5233998773321726
539,0.5335110697821657
540,0.5605059058623351
541,0.670557742911976
542,0.6487545258492768
543,0.5933175711770177
544,0.4922140553588034
545,0.4960369388441525
546,0.5263805076865244
547,0.4731317887739153
548,0.4919136181073542
549,0.468456561739509
550,0.5043071246265557
551,0.5396662247986863
552,0.5473824268444691
553,0.7740537759927191
554,0.585688423718418
555,0.6713392556832796
556,0.7059434540885978
557,0.5386176127257979
558,0.5129830045703658
559,0.5406910947114338
560,0.5203499990107434
561,0.5730674870902005
562,0.5312387472053499
563,0.6155352867855094
564,0.5087444354312171
565,0.4921165146508913
566,0.4930280157489662
567,0.4981086401677779
568,0.6851393862651604
569,0.7262331084423165
570,0.6338761054943316
571,0.5141097679203847
572,0.7368972953722573
573,0.5734968244860812
574,0.5233405219318205
575,0.4900851749995054
576,0.5382505985002869
577,0.5334220366816375
578,0.5350177076944385
579,0.5002761905704054
580,0.556041390499179
581,0.5039499040421028
582,0.5706121520289655
583,0.5208624339671172
584,0.5888500880438439
585,0.5300199829847853
586,0.522168252774865
587,0.4995576489325921
588,0.5496814593514434
589,0.5246305126328078
590,0.5089029143501573
591,0.4878895198148112
592,0.6058207862612034
593,0.5136270106641869
594,0.754159824308015
595,0.6781354490236037
596,0.4991228360010288
597,0.5080028886294838
598,0.5094661970994995
599,0.5723670933660447
